0.0098,0.0102,0.0106,0.011,0.0114,0.0118
0.0102,0.01,0.0098,0.0096,0.0094,0.0092
0.0106,0.0098,0.009,0.0082,0.0074,0.0066
0.011,0.0096,0.0082,0.0068,0.0054,0.004
0.0114,0.0094,0.0074,0.0054,0.0034,0.0014
0.0118,0.0092,0.0066,0.004,0.0014,-0.0012
0.0122,0.009,0.0058,0.0026,-0.0006,-0.0038
0.0126,0.0088,0.005,0.0012,-0.0026,-0.0064
